rank,lemma,pos,frequency,article,gender,genitive,plural,auxiliary,past_3sg,participle_ii,translation,cefr,theme
385,nehmen,VERB,33866,,,,,haben,nahm,genommen,to take,A1,common_verbs
386,etwa,ADV,33845,,,,,,,,about,A2,function_words
387,nächster,ADJ,33685,,,,,,,,next,A1,time
388,anders,ADV,33554,,,,,,,,different,A2,common_adjectives
389,Chance,NOUN,33518,die,f,Chance,Chancen,,,,the chance,B1,work
390,Wasser,NOUN,33387,das,n,Wassers,Wasser,,,,the water,A1,nature
391,lassen,VERB,33377,,,,,haben,ließ,gelassen,to let,A1,common_verbs
392,wünschen,VERB,33247,,,,,haben,wünschte,gewünscht,to wish,A2,emotions
393,klingen,VERB,33154,,,,,haben,klang,geklungen,to sound,B1,communication
394,Geschichte,NOUN,33070,die,f,Geschichte,Geschichten,,,,the story,A1,education
395,wenig,PRON,33015,,,,,,,,little,A1,function_words
396,Wahrheit,NOUN,32893,die,f,Wahrheit,Wahrheiten,,,,the truth,B1,communication
397,stecken,VERB,32638,,,,,haben,steckte,gesteckt,to stick,A2,common_verbs
398,deshalb,ADV,32451,,,,,,,,therefore,A2,function_words
399,alt,ADJ,32101,,,,,,,,old,A1,common_adjectives
400,schauen,VERB,32038,,,,,haben,schaute,geschaut,to look,A1,common_verbs
401,fällen,VERB,32022,,,,,haben,fällte,gefällt,to fell,B1,common_verbs
402,bezahlen,VERB,32020,,,,,haben,bezahlte,bezahlt,to pay,A1,money
403,erwarten,VERB,31779,,,,,haben,erwartete,erwartet,to expect,A2,common_verbs
404,Zimmer,NOUN,31727,das,n,Zimmers,Zimmer,,,,the room,A1,home
405,bitten,VERB,31664,,,,,haben,bat,gebeten,to ask,A2,common_verbs
406,Spaß,NOUN,31361,der,m,Spaßes,Spaße,,,,the fun,A1,emotions
407,niemals,ADV,31303,,,,,,,,never,A2,function_words
408,ändern,VERB,31259,,,,,haben,änderte,geändert,to change,A2,common_verbs
409,richtig,ADJ,31258,,,,,,,,correct,A1,common_adjectives
410,Schuld,NOUN,31228,die,f,Schuld,Schulden,,,,the guilt,B1,emotions
411,ernst,ADJ,31162,,,,,,,,serious,A2,common_adjectives
412,freuen,VERB,30741,,,,,haben,freute,gefreut,to be glad,A2,emotions
413,würdest,VERB,30516,,,,,werden,würde,geworden,would,A2,common_verbs
414,passen,VERB,30504,,,,,haben,passte,gepasst,to fit,A2,common_verbs
415,manchmal,ADV,30500,,,,,,,,sometimes,A1,time
416,Plan,NOUN,30440,der,m,Plans,Pläne,,,,the plan,A2,work
417,alt,ADJ,30439,,,,,,,,old,A1,common_adjectives
418,glaubst,VERB,30407,,,,,haben,glaubte,geglaubt,to believe,A2,common_verbs
419,zwischen,ADP,30326,,,,,,,,between,A1,function_words
420,eben,ADV,30288,,,,,,,,just,B1,function_words
421,während,SCONJ,30284,,,,,,,,while,A2,function_words
422,legen,VERB,30170,,,,,haben,legte,gelegt,to lay,A1,common_verbs
423,Spiel,NOUN,30057,das,n,Spiels,Spiele,,,,the game,A1,sports
424,erklären,VERB,29875,,,,,haben,erklärte,erklärt,to explain,A2,common_verbs
425,schön,ADJ,29854,,,,,,,,beautiful,A1,common_adjectives
426,Schule,NOUN,29828,die,f,Schule,Schulen,,,,the school,A1,education
427,Krieg,NOUN,29815,der,m,Krieges,Kriege,,,,the war,B1,nature
428,Bett,NOUN,29117,das,n,Bettes,Betten,,,,the bed,A1,home
429,fliegen,VERB,28999,,,,,sein,flog,geflogen,to fly,A2,common_verbs
430,benutzen,VERB,28997,,,,,haben,benutzte,benutzt,to use,A2,common_verbs
431,hsen,VERB,28954,,,,,haben,,,unknown,C1,common_verbs
432,schlimm,ADV,28776,,,,,,,,badly,A2,common_adjectives
433,schauen,VERB,28614,,,,,haben,schaute,geschaut,to look,A2,common_verbs
434,verkaufen,VERB,28595,,,,,haben,verkaufte,verkauft,to sell,A2,common_verbs
435,heiraten,VERB,28433,,,,,haben,heiratete,geheiratet,to marry,A2,common_verbs
436,Entschuldigung,NOUN,28406,die,f,Entschuldigung,Entschuldigungen,,,,the excuse,A1,communication
437,Gefühl,NOUN,28265,das,n,Gefühls,Gefühle,,,,the feeling,A2,emotions
438,hättesen,AUX,28253,,,,,,,,unknown,C1,function_words
439,glücklich,ADV,28128,,,,,,,,happily,A1,emotions
440,funktionieren,VERB,28077,,,,,haben,funktionierte,funktioniert,to function,B1,common_verbs
441,Nachricht,NOUN,28051,die,f,Nachricht,Nachrichten,,,,the message,A2,communication
442,schicken,VERB,28035,,,,,haben,schickte,geschickt,to send,A1,common_verbs
443,Typ,NOUN,27983,der,m,Typs,Typen,,,,the guy,B1,common_verbs
444,äh,INTJ,27883,,,,,,,,um,A1,communication
445,frei,ADV,27758,,,,,,,,freely,A1,common_adjectives
446,kämpfen,VERB,27750,,,,,haben,kämpfte,gekämpft,to fight,B1,common_verbs
447,beweisen,VERB,27698,,,,,haben,bewies,bewiesen,to prove,B1,common_verbs
448,euer,PRON,27634,,,,,,,,your,A1,function_words
449,aufhören,VERB,27517,,,,,haben,hörte auf,aufgehört,to stop,A2,common_verbs
450,Captain,NOUN,27491,der,m,Captains,Captains,,,,the captain,B1,work
451,Gesicht,NOUN,27489,das,n,Gesichts,Gesichter,,,,the face,A1,body_health
452,geschehen,VERB,27464,,,,,sein,geschah,geschehen,to happen,A2,common_verbs
453,falls,SCONJ,27447,,,,,,,,"in case, if",B1,function_words
454,bloß,ADV,27288,,,,,,,,"only, merely",A2,function_words
455,unten,ADV,27259,,,,,,,,"down, below",A1,function_words
456,Teil,NOUN,27243,der,m,Teils,Teile,,,,the part,A1,common_adjectives
457,wohnen,VERB,27088,,,,,haben,wohnte,gewohnt,to live,A1,home
458,oft,ADV,26820,,,,,,,,often,A1,function_words
459,beginnen,VERB,26677,,,,,haben,begann,begonnen,to begin,A1,common_verbs
460,Tun,NOUN,26635,das,n,Tuns,Tuns,,,,"the doing, activity",B1,common_verbs
461,fest,ADV,26614,,,,,,,,"firmly, tightly",A2,common_adjectives
462,anfangen,VERB,26552,,,,,haben,fing an,angefangen,to start,A1,common_verbs
463,Blut,NOUN,26293,das,n,Blutes,Blut,,,,the blood,A2,body_health
464,ehrlich,ADV,26290,,,,,,,,honestly,A2,common_adjectives
465,Eltern,NOUN,26221,die,f,Eltern,Eltern,,,,the parents,A1,family
466,verdienen,VERB,26208,,,,,haben,verdiente,verdient,"to earn, to deserve",A2,work
467,falsch,ADV,26176,,,,,,,,"wrongly, falsely",A1,common_adjectives
468,Nummer,NOUN,26121,die,f,Nummer,Nummern,,,,the number,A1,numbers
469,wiedersehen,VERB,25985,,,,,haben,sah wieder,wiedergesehen,to see again,A2,common_verbs
470,folgen,VERB,25969,,,,,sein,folgte,gefolgt,to follow,A1,common_verbs
471,versprechen,VERB,25924,,,,,haben,versprach,versprochen,to promise,A2,common_verbs
472,Film,NOUN,25821,der,m,Films,Filme,,,,the film,A1,technology
473,bleib,ADJ,25656,,,,,,,,"lasting, permanent",B1,common_adjectives
474,fangen,VERB,25639,,,,,haben,fing,gefangen,to catch,A1,common_verbs
475,wen,PRON,25569,,,,,,,,whom,A1,function_words
476,drauf,ADV,25564,,,,,,,,on it,A2,function_words
477,langsam,ADV,25543,,,,,,,,slowly,A1,common_adjectives
478,möglich,ADV,25388,,,,,,,,possibly,B1,common_adjectives
479,irgendwie,ADV,25378,,,,,,,,somehow,B1,function_words
480,schätzen,VERB,25255,,,,,haben,schätzte,geschätzt,to estimate,B1,common_verbs
481,Platz,NOUN,25121,der,m,Platzes,Plätze,,,,the place,A1,travel
482,nächster,PRON,25096,,,,,,,,next one,A2,time
483,kaum,ADV,25058,,,,,,,,hardly,B1,function_words
484,irgendwas,PRON,24950,,,,,,,,something,A2,function_words
485,Schiff,NOUN,24843,das,n,Schiffes,Schiffe,,,,the ship,A1,travel
486,brauchen,VERB,24773,,,,,haben,brauchte,gebraucht,to need,A1,common_verbs
487,Papa,NOUN,24707,der,m,Papas,Papas,,,,the dad,A1,family
488,sondern,CCONJ,24687,,,,,,,,but,A1,function_words
489,Alt,NOUN,24660,,,,,,,,old age,B1,time
490,Jung,NOUN,24498,,,,,,,,young,B1,time
491,hassen,VERB,24423,,,,,haben,hasste,gehasst,to hate,A2,emotions
492,wohin,ADV,24373,,,,,,,,where to,A1,function_words
493,wahrscheinlich,ADV,24315,,,,,,,,probably,B1,function_words
494,außer,ADP,24306,,,,,,,,except,A2,function_words
495,vertrauen,VERB,24217,,,,,haben,vertraute,vertraut,to trust,B1,emotions
496,öffnen,VERB,24170,,,,,haben,öffnete,geöffnet,to open,A1,common_verbs
497,erledigen,VERB,24102,,,,,haben,erledigte,erledigt,to accomplish,B1,work
498,zuerst,ADV,24005,,,,,,,,first,A1,time
499,verletzen,VERB,23916,,,,,haben,verletzte,verletzt,to injure,B1,body_health
500,weit,ADJ,23849,,,,,,,,far,A1,common_adjectives
501,Arsch,NOUN,23823,der,m,Arschs,Ärsche,,,,the ass,B1,body_health
502,Telefon,NOUN,23679,das,n,Telefons,Telefone,,,,the telephone,A1,technology
503,dauern,VERB,23674,,,,,haben,dauerte,gedauert,to last,A2,common_verbs
504,Arzt,NOUN,23535,der,m,Arztes,Ärzte,,,,the doctor,A1,body_health
505,erfahren,VERB,23528,,,,,haben,erfuhr,erfahren,to experience,B1,common_verbs
506,Fehler,NOUN,23495,der,m,Fehlers,Fehler,,,,the mistake,A2,education
507,Straße,NOUN,23392,die,f,Straße,Straßen,,,,the street,A1,travel
508,willkommen,ADV,23375,,,,,,,,welcome,A1,greetings
509,Menge,NOUN,23321,die,f,Menge,Mengen,,,,the amount,B1,numbers
510,aussehen,VERB,23313,,,,,haben,sah aus,ausgesehen,to look,A2,common_verbs
511,entscheiden,VERB,23296,,,,,haben,entschied,entschieden,to decide,B1,common_verbs
512,hierher,ADV,23229,,,,,,,,here,A1,function_words
513,Büro,NOUN,23116,das,n,Büros,Büros,,,,the office,A2,work
514,sein,AUX,23099,,,,,sein,war,gewesen,to be,A1,function_words
515,bringen,VERB,23068,,,,,haben,brachte,gebracht,to bring,A2,common_verbs
516,leicht,ADV,22926,,,,,,,,lightly,A2,common_adjectives
517,Dollar,NOUN,22913,der,m,Dollars,Dollar,,,,the dollar,A2,money
518,vorstellen,VERB,22882,,,,,haben,stellte vor,vorgestellt,to introduce,B1,communication
519,Pass,NOUN,22790,der,m,Passes,Pässe,,,,the passport,B1,travel
520,schreien,VERB,22742,,,,,haben,schrie,geschrien,to scream,B1,emotions
521,bereits,ADV,22535,,,,,,,,already,B1,time
522,brechen,VERB,22473,,,,,haben,brach,gebrochen,to break,A2,common_verbs
523,stark,ADV,22376,,,,,,,,strongly,A2,common_adjectives
524,vermissen,VERB,22312,,,,,haben,vermisste,vermisst,to miss,B1,emotions
525,Sekunde,NOUN,22199,die,f,Sekunde,Sekunden,,,,the second,A1,time
526,schießen,VERB,22151,,,,,haben,schoss,geschossen,to shoot,B1,common_verbs
527,Ruf,NOUN,21947,der,m,Rufs,Rufe,,,,the call,B1,communication
528,leider,ADV,21867,,,,,,,,unfortunately,A1,function_words
529,Geschäft,NOUN,21790,das,n,Geschäfts,Geschäfte,,,,the business,A2,work
530,Foto,NOUN,21751,das,n,Fotos,Fotos,,,,the photo,A1,technology
531,Million,NOUN,21748,die,f,Million,Millionen,,,,the million,A1,numbers
532,scheiß,ADV,21719,,,,,,,,damn,B1,function_words
533,Hölle,NOUN,21656,die,f,Hölle,Höllen,,,,the hell,B1,emotions
534,laden,VERB,21644,,,,,haben,lud,geladen,to load,B1,common_verbs
535,Stück,NOUN,21550,das,n,Stücks,Stücke,,,,the piece,A1,common_adjectives
536,trotzdem,ADV,21476,,,,,,,,nevertheless,B1,function_words
537,direkt,ADV,21429,,,,,,,,directly,A2,function_words
538,Doktor,NOUN,21392,der,m,Doktors,Doktoren,,,,the doctor,A1,body_health
539,singen,VERB,21391,,,,,haben,sang,gesungen,to sing,A1,common_verbs
540,verstecken,VERB,21362,,,,,haben,versteckte,versteckt,to hide,A2,common_verbs
541,voll,ADV,21320,,,,,,,,full,A1,common_adjectives
542,überall,ADV,21161,,,,,,,,everywhere,A2,function_words
543,Himmel,NOUN,21158,der,m,Himmels,Himmel,,,,the sky,A2,nature
544,Hund,NOUN,21146,der,m,Hundes,Hunde,,,,the dog,A1,nature
545,zahlen,VERB,21124,,,,,haben,zahlte,gezahlt,to pay,A1,common_verbs
546,König,NOUN,21000,der,m,Königs,Könige,,,,the king,A2,family
547,wollen,VERB,20973,,,,,haben,wollte,gewollt,to want,A1,common_verbs
548,ansehen,VERB,20889,,,,,haben,sah an,angesehen,to look at,A2,common_verbs
549,schließen,VERB,20864,,,,,haben,schloss,geschlossen,to close,A1,common_verbs
550,wem,PRON,20802,,,,,,,,to whom,A1,function_words
551,Bild,NOUN,20775,das,n,Bildes,Bilder,,,,the picture,A1,common_adjectives
552,danach,ADV,20649,,,,,,,,after that,A1,time
553,gleich,ADJ,20590,,,,,,,,same,A1,common_adjectives
554,haben,AUX,20582,,,,,haben,hatte,gehabt,to have,A1,common_verbs
555,deswegen,ADV,20564,,,,,,,,therefore,A2,function_words
556,zweiter,ADJ,20554,,,,,,,,second,A1,numbers
557,welcher,PRON,20526,,,,,,,,which,A1,function_words
558,Feuer,NOUN,20404,das,n,Feuers,Feuer,,,,the fire,A1,nature
559,alleine,ADV,20359,,,,,,,,alone,A1,emotions
560,völlig,ADV,20317,,,,,,,,completely,B1,common_adjectives
561,erkennen,VERB,20305,,,,,haben,erkannte,erkannt,to recognize,A2,common_verbs
562,fehlen,VERB,20302,,,,,haben,fehlte,gefehlt,to be missing,A2,common_verbs
563,zerstören,VERB,20258,,,,,haben,zerstörte,zerstört,to destroy,B1,common_verbs
564,können,VERB,20255,,,,,haben,konnte,gekonnt,can,A1,common_verbs
565,hart,ADV,20215,,,,,,,,hard,A2,common_adjectives
566,Kumpel,NOUN,20189,der,m,Kumpels,Kumpel,,,,the buddy,B1,family
567,behalten,VERB,20083,,,,,haben,behielt,behalten,to keep,A2,common_verbs
568,Person,NOUN,20028,die,f,Person,Personen,,,,the person,A1,family
569,Kaffee,NOUN,19999,der,m,Kaffees,Kaffees,,,,the coffee,A1,food_drink
570,Luft,NOUN,19958,die,f,Luft,Lüfte,,,,the air,A2,nature
571,echt,ADJ,19901,,,,,,,,real,A2,common_adjectives
572,melden,VERB,19869,,,,,haben,meldete,gemeldet,to report,A2,communication
573,schaden,VERB,19694,,,,,haben,schadete,geschadet,to harm,B1,common_verbs
574,werfen,VERB,19624,,,,,haben,warf,geworfen,to throw,A2,common_verbs
575,können,VERB,19588,,,,,haben,konnte,gekonnt,can,A1,common_verbs
576,falsch,ADJ,19540,,,,,,,,wrong,A1,common_adjectives
577,Buch,NOUN,19448,das,n,Buches,Bücher,,,,the book,A1,education
578,bauen,VERB,19427,,,,,haben,baute,gebaut,to build,A1,common_verbs
579,wert,ADV,19388,,,,,,,,worth,B1,money
580,zwar,ADV,19381,,,,,,,,it is true,B1,function_words
581,verstehen,VERB,19310,,,,,haben,verstand,verstanden,to understand,A1,common_verbs
582,krank,ADJ,19265,,,,,,,,sick,A1,body_health
583,jung,ADJ,19198,,,,,,,,young,A1,common_adjectives
584,Wahl,NOUN,19190,die,f,Wahl,Wahlen,,,,the choice,B1,work
585,froh,ADJ,19165,,,,,,,,happy,A2,emotions
586,herausfinden,VERB,19139,,,,,haben,fand heraus,herausgefunden,to find out,A2,common_verbs
587,Sinn,NOUN,18902,der,m,Sinnes,Sinne,,,,the sense,B1,body_health
588,Befehl,NOUN,18860,der,m,Befehls,Befehle,,,,the order,B1,work
589,super,ADV,18808,,,,,,,,super,A1,common_adjectives
590,nah,ADJ,18742,,,,,,,,near,A1,common_adjectives
591,tanzen,VERB,18681,,,,,haben,tanzte,getanzt,to dance,A1,sports
592,hängen,VERB,18647,,,,,haben,hing,gehangen,to hang,A2,common_verbs
593,bewegen,VERB,18600,,,,,haben,bewegte,bewegt,to move,A2,common_verbs
594,Onkel,NOUN,18581,der,m,Onkels,Onkel,,,,the uncle,A1,family
595,total,ADV,18569,,,,,,,,total,A2,common_adjectives
596,tagen,VERB,18552,,,,,haben,tagte,getagt,to meet,B2,work
597,drehen,VERB,18524,,,,,haben,drehte,gedreht,to turn,A2,common_verbs
598,erreichen,VERB,18458,,,,,haben,erreichte,erreicht,to reach,A2,common_verbs
599,damals,ADV,18434,,,,,,,,back then,A2,time
600,lügen,VERB,18415,,,,,haben,log,gelogen,to lie,A2,common_verbs
601,nachdem,SCONJ,18300,,,,,,,,after,B1,function_words
602,Typ,NOUN,18217,der,m,Typs,Typen,,,,the type,A2,common_adjectives
603,interessieren,ADV,18211,,,,,,,,interestingly,B1,emotions
604,Glaube,NOUN,18114,der,m,Glaubens,Glauben,,,,the belief,B1,emotions
605,irgendwo,ADV,18104,,,,,,,,somewhere,A2,function_words
606,genauso,ADV,18069,,,,,,,,just as,B1,function_words
607,Zukunft,NOUN,17963,die,f,Zukunft,Zukünfte,,,,the future,A2,time
608,weniger,ADV,17950,,,,,,,,less,A1,function_words
609,cool,ADV,17909,,,,,,,,cool,A2,common_adjectives
610,kosten,VERB,17904,,,,,haben,kostete,gekostet,to cost,A1,money
611,Licht,NOUN,17780,das,n,Lichts,Lichter,,,,the light,A2,nature
612,stören,VERB,17747,,,,,haben,störte,gestört,to disturb,B1,common_verbs
613,drüben,ADV,17704,,,,,,,,over there,A2,function_words
614,Mord,NOUN,17684,der,m,Mordes,Morde,,,,the murder,B2,communication
615,Wohnung,NOUN,17653,die,f,Wohnung,Wohnungen,,,,the apartment,A1,home
616,laut,ADP,17612,,,,,,,,according to,B1,function_words
617,vergessen,VERB,17602,,,,,haben,vergaß,vergessen,to forget,A2,common_verbs
618,dass,SCONJ,17517,,,,,,,,that,A1,function_words
619,Bein,NOUN,17496,das,n,Beins,Beine,,,,the leg,A1,body_health
620,wichtig,ADJ,17485,,,,,,,,important,A1,common_adjectives
621,Erde,NOUN,17474,die,f,Erde,Erden,,,,the earth,A2,nature
622,Agent,NOUN,17448,der,m,Agenten,Agenten,,,,the agent,B2,work
623,Schlüssel,NOUN,17425,der,m,Schlüssels,Schlüssel,,,,the key,A1,home
624,übernehmen,VERB,17348,,,,,haben,übernahm,übernommen,to take over,B1,common_verbs
625,Krankenhaus,NOUN,17337,das,n,Krankenhauses,Krankenhäuser,,,,the hospital,A2,body_health
626,großartig,ADV,17336,,,,,,,,magnificently,B1,common_adjectives
627,eher,ADV,17329,,,,,,,,rather,B1,function_words
628,Team,NOUN,17283,das,n,Teams,Teams,,,,the team,B1,work
629,Versuch,NOUN,17264,der,m,Versuchs,Versuche,,,,the attempt,B1,education
630,stehlen,VERB,17260,,,,,haben,stahl,gestohlen,to steal,B1,common_verbs
631,Meister,NOUN,17257,der,m,Meisters,Meister,,,,the master,B1,work
632,Entscheidung,NOUN,17250,die,f,Entscheidung,Entscheidungen,,,,the decision,B1,communication
633,Gefängnis,NOUN,17175,das,n,Gefängnisses,Gefängnisse,,,,the prison,B1,work
634,vorsichtig,ADV,17159,,,,,,,,carefully,B1,common_adjectives
635,Opfer,NOUN,17150,das,n,Opfers,Opfer,,,,the victim,B1,emotions
636,Klasse,NOUN,16978,die,f,Klasse,Klassen,,,,the class,A1,education
637,böse,ADV,16940,,,,,,,,angrily,A2,emotions
638,wovon,SCONJ,16791,,,,,,,,of which,B1,function_words
639,sobald,ADV,16778,,,,,,,,as soon as,B1,time
640,nachdenken,VERB,16761,,,,,haben,nachdachte,nachgedacht,to think about,B1,common_verbs
641,nochmal,ADV,16749,,,,,,,,once more,A2,function_words
642,Herren,NOUN,16748,die,m,Herren,Herren,,,,the gentlemen,B1,family
643,Sex,NOUN,16739,der,m,Sex,Sexe,,,,the sex,B1,body_health
644,weh,ADV,16694,,,,,,,,painful,A2,body_health
645,stolz,ADV,16688,,,,,,,,proudly,B1,emotions
646,außerdem,ADV,16556,,,,,,,,besides,B1,function_words
647,Karte,NOUN,16542,die,f,Karte,Karten,,,,the card,A1,travel
648,Gedanke,NOUN,16482,der,m,Gedankens,Gedanken,,,,the thought,B1,emotions
649,lustig,ADV,16467,,,,,,,,funny,A2,common_adjectives
650,wenigstens,ADV,16418,,,,,,,,at least,B1,function_words
651,treten,VERB,16264,,,,,sein,trat,getreten,to step,B1,common_verbs
652,möchten,VERB,16205,,,,,haben,mochte,gemocht,to want,A1,common_verbs
653,besonders,ADV,16170,,,,,,,,especially,A2,common_adjectives
654,besuchen,VERB,16073,,,,,haben,besuchte,besucht,to visit,A1,common_verbs
655,solange,SCONJ,16060,,,,,,,,as long as,A2,function_words
656,Sicherheit,NOUN,16011,die,f,Sicherheit,Sicherheiten,,,,the security,B1,work
657,Brief,NOUN,15998,der,m,Briefes,Briefe,,,,the letter,A1,communication
658,erschießen,VERB,15940,,,,,haben,erschoss,erschossen,to shoot,B2,common_verbs
659,hauen,VERB,15928,,,,,haben,hieb,gehauen,to hit,B1,common_verbs
660,Tier,NOUN,15918,das,n,Tieres,Tiere,,,,the animal,A1,nature
661,Boden,NOUN,15878,der,m,Bodens,Böden,,,,the ground,A2,nature
662,Stimme,NOUN,15843,die,f,Stimme,Stimmen,,,,the voice,A2,body_health
663,still,ADV,15835,,,,,,,,quiet,A2,common_adjectives
664,Information,NOUN,15825,die,f,Information,Informationen,,,,the information,A2,communication
665,überleben,VERB,15793,,,,,haben,überlebte,überlebt,to survive,B1,common_verbs
666,unglaublich,ADV,15788,,,,,,,,incredible,B1,common_adjectives
667,Meinung,NOUN,15787,die,f,Meinung,Meinungen,,,,the opinion,A2,communication
668,setzen,VERB,15786,,,,,haben,setzte,gesetzt,to set,A1,common_verbs
669,Mund,NOUN,15761,der,m,Mundes,Münder,,,,the mouth,A1,body_health
670,steigen,VERB,15722,,,,,sein,stieg,gestiegen,to climb,A2,common_verbs
671,Mörder,NOUN,15687,der,m,Mörders,Mörder,,,,the murderer,B1,work
672,Zeug,NOUN,15621,das,n,Zeugs,Zeuge,,,,the stuff,A2,common_adjectives
673,bestehen,VERB,15592,,,,,haben,bestand,bestanden,to pass,B1,common_verbs
674,General,NOUN,15583,der,m,Generals,Generäle,,,,the general,B2,work
675,sollen,AUX,15551,,,,,haben,sollte,gesollt,shall,A1,function_words
676,beschützen,VERB,15536,,,,,haben,beschützte,beschützt,to protect,B1,common_verbs
677,erwischen,VERB,15529,,,,,haben,erwischte,erwischt,to catch,B1,common_verbs
678,wären,AUX,15430,,,,,sein,wäre,gewesen,would be,A2,function_words
679,gefährlich,ADV,15350,,,,,,,,dangerously,B1,common_adjectives
680,verlangen,VERB,15317,,,,,haben,verlangte,verlangt,to demand,B1,common_verbs
681,regeln,VERB,15316,,,,,haben,regelte,geregelt,to regulate,B1,common_verbs
682,verändern,VERB,15306,,,,,haben,veränderte,verändert,to change,B1,common_verbs
683,Ziel,NOUN,15248,das,n,Ziels,Ziele,,,,the goal,B1,work
684,Verzeihung,NOUN,15194,die,f,Verzeihung,Verzeihungen,,,,the forgiveness,B1,emotions
685,zeigen,VERB,15162,,,,,haben,zeigte,gezeigt,to show,A1,common_verbs
686,merken,VERB,15152,,,,,haben,merkte,gemerkt,to notice,A2,common_verbs
687,aufhalten,VERB,15069,,,,,haben,hielt auf,aufgehalten,to stop,B1,common_verbs
688,Anwalt,NOUN,15060,der,m,Anwalts,Anwälte,,,,the lawyer,B1,work
689,Mike,PART,15058,,,,,,,,Mike,A1,greetings
